SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
8151,0,Revolving loans,M,N,Y,0,14302,30054,6244,16346,Unaccompanied,Working,Incomplete higher,Married,Rented apartment,0.1868481992945256,-14850,-3540,-1139,-90,5.086002583994416,1,1,0,1,1,0,2,1,2,SUNDAY,1,0.6326624866137599,0.769287446379678,0.31299901280719855,0.14815508180510403,0.5315467162993609,0.23713039402360178,0.3019948313262224,0.38983180731058725,0.35129546473570594,0.14168630901873733,0.4821712773506515,0.026560874794025916,0.14668772644100161,0.5902273429007314,0.2977322617373446,0.36664820151237654,0.20798277952871305,0.2214768628512215,0.22495557095591265,0.14117916556949345,0.4147231668086959,0.13453221939034066,0.5043087290365568,0.22632067464206995,0.5717881627068896,0.16172898671525132,0.25616646598873666,0.3804738920070362,0.19382431297789177,0.062480653458076164,0.2765771418918995,0.5396192743455694,0.27515041311418525,0.3514199995622552,0.2905437956932689,0.3480496036564633,0.26359776245015876,0.3148657493255782,0.16794912865943773,0.06587657142933617,0.4818641067297809,0.13305812350926294,0.3476332773177934,0.3865947400423422,0.24089719642495377,0.47483953277886226,1,0,3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,10,22
8152,0,Revolving loans,F,Y,Y,1,6305,16240,2065,23246,Children,Working,Higher education,Married,House / apartment,0.6553890121120468,-14652,-2157,-1859,-628,2.530537753180739,1,1,1,1,1,0,1,2,2,TUESDAY,14,0.26182405959136856,0.5132593738121449,0.8501030076111858,0.42191339527654753,0.44103238634483477,0.30303282384216046,0.10526497254923166,0.4490880232332804,0.46922332665116434,0.19351174840993338,0.28290215912565214,0.3389883191250287,0.12451481473816801,0.06991646260966385,0.20089793908374035,0.026737126154989084,0.32824437105436216,0.26860086132381494,0.06674665493114708,0.1447155240702263,0.18647211058881039,0.03275404308949906,0.18135720145945258,0.6037494844935679,0.5151843424172463,0.5495614748473587,0.2774258805925405,0.11774432560205081,0.1691088437016315,0.39894034246186744,0.2528013241628182,0.3896520979110068,0.25379858030010116,0.13855686392409974,0.2748706218392248,0.5105524021029373,0.22990335255114852,0.38952727826219424,0.4092182625903945,0.15466247960329368,0.1969288518369681,0.05031078705957618,0.15534899289866652,0.4528503147142131,0.14345866011200883,0.3485656559254323,2,0,2,1,-529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,24
8153,0,Cash loans,M,N,Y,1,8664,33508,3162,11077,Family,Working,Incomplete higher,Single / not married,Municipal apartment,0.8456709518081775,-14333,-873,-411,-1035,6.2729321658693245,1,1,1,1,1,0,1,1,2,TUESDAY,5,0.18161974380764728,0.8964965508151632,0.4590568009263097,0.48864220687165405,0.05632446706803807,0.27015613848961545,0.29604788734559767,0.6101883129679175,0.09747538268200504,0.06745008961635547,0.44979591305575095,0.5652812377880634,0.3178640858393646,0.3096608084804242,0.2027203788310335,0.36915318588752916,0.2087055185079149,0.3620895746193654,0.43787095802846643,0.33103099990364593,0.4138673075580598,0.0875240985191272,0.14379687614037487,0.40217749055034707,0.15494313387491784,0.32669838229953024,0.2459445249460465,0.21325689363264286,0.18363666893960712,0.1540726583659758,0.22051839691708613,0.0557237990560747,0.670404728598486,0.23125247980938687,0.21930287510257157,0.2285920008997276,0.2902728155395052,0.2076649809732312,0.13666983156432624,0.16421505685334206,0.02829510344558798,0.10168350243264862,0.6014694056562743,0.07765650923052606,0.1777643446537111,0.3852438231936991,2,0,4,0,-257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,13,12
8154,0,Cash loans,M,N,Y,3,13281,9272,1647,12811,"Spouse, partner",Working,Secondary / secondary special,Separated,With parents,0.05162835194590295,-10852,-2681,-1208,-2689,3.1348784618699153,1,1,0,1,1,0,1,3,3,WEDNESDAY,15,0.2959364434158611,0.37118397701911376,0.7283607162636782,0.3784826607496253,0.19846626616694527,0.17744371168617432,0.34327265743522356,0.11817000658902171,0.2135150107671342,0.08744780361768538,0.3298055582746692,0.4904096275254814,0.5295958632244678,0.21671082372067701,0.5484535066505545,0.3791370464743042,0.5580174236298696,0.6184620508390899,0.24625017299978255,0.17275181066134826,0.22457829178075797,0.4789860458107643,0.2993433314286104,0.4070708237188286,0.3820595698476721,0.2568232607677363,0.10911961465287605,0.21039502287052558,0.15183210771505373,0.08667081670683456,0.2039841350825062,0.34158105789327387,0.16219516382593438,0.5139216847877972,0.38243575326018237,0.039399561264314695,0.09991895955621168,0.25556491363586564,0.5740262217602214,0.15159087522179496,0.23146581691377718,0.25331223626374244,0.2430103040589874,0.18479243714248722,0.4569376148499444,0.21023851202320054,1,1,2,0,-152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,8,22
8155,0,Revolving loans,M,N,Y,0,6380,23445,3829,12284,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.08653709792538972,-17064,-2427,-592,-2949,6.857010255105473,1,0,1,1,1,1,3,1,2,SATURDAY,19,0.7367386930451987,0.12470419198063833,0.6142079680694746,0.724236498848397,0.014960157217105578,0.26994761250105315,0.29659240772205964,0.12101628002744048,0.29400968871532945,0.10205812764256104,0.35407767533455764,0.0583522637794794,0.09721233169537291,0.12129434938341654,0.3154592716110981,0.1839869598831379,0.34788490840816993,0.18059686092079652,0.38360314946258084,0.3029168073020766,0.038687334561095764,0.16889826079260897,0.06041166265075588,0.4898479903356643,0.08309901508817667,0.15486453632296582,0.41653190686394503,0.09434956930620082,0.24092048818013634,0.537482117706277,0.05714900847908339,0.5218023620829518,0.3361599231581687,0.06350167147694634,0.2534470181552276,0.13062650288476121,0.1535537795956115,0.6445240315737121,0.4630707070661763,0.2196581358177881,0.03953468010430154,0.40411159630487625,0.5134527900902108,0.41800762914732564,0.2528234596922495,0.09984264653340813,2,0,1,0,-449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,14,19
8156,0,Revolving loans,F,Y,Y,2,14910,32813,6168,6256,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.11821705704993889,-8216,-4379,-1006,-838,8.263165914557549,1,1,1,1,1,1,3,2,3,SATURDAY,18,0.8453371901772432,0.5483921739860312,0.7459014665668561,0.16182531472833153,0.10756127945713859,0.02185507305062222,0.4599934475802893,0.47905232919295987,0.5721589420585512,0.2908288223155601,0.5437047699965203,0.22429770622345577,0.11255851178165822,0.19731337068166008,0.42236491910772084,0.2840213788740472,0.34780013725743664,0.5248219687018778,0.4500402451560134,0.2524842335202908,0.20621403797797044,0.16252190914976128,0.3368300836613579,0.11311656991707415,0.12966584687386207,0.20163326433476986,0.20660457921103753,0.5817172455906492,0.1877381963569331,0.3904944492020253,0.6436061799564823,0.32946644712924983,0.08617488007017753,0.1678461602864002,0.29201305182479265,0.4498409680468073,0.32424849780333165,0.18701393503878116,0.22436722433700518,0.3444703323765948,0.2302508624994413,0.6089158961787137,0.1956243072610127,0.5896262793856986,0.45771474412133895,0.2497083485045721,3,2,3,2,-254,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,10,15
8157,0,Cash loans,M,N,Y,1,9102,34347,3311,7448,Unaccompanied,Working,Higher education,Unknown,Municipal apartment,0.4322346158107828,-9154,-901,-700,-211,5.3130276018521485,1,1,1,1,1,0,0,2,3,WEDNESDAY,11,0.39903042377259257,0.6465755273351227,0.22312877250997856,0.2836480051650002,0.2439701340364895,0.22953451110892611,0.5637930920006153,0.39341988220333285,0.32423668107814974,0.49527084096057256,0.44846378268684195,0.4243788623537635,0.17794446476397943,0.5192076406497362,0.11334547345641828,0.20564453249597522,0.096606306184852,0.0980735511642328,0.366854416939615,0.504682897609877,0.2183679716084835,0.3617003384137552,0.32876262113250687,0.48167931466170166,0.31390565961076716,0.20555469599372558,0.1720730079577865,0.16105872455079231,0.34624941073111254,0.2739776393367082,0.18178221496125715,0.6380963313556263,0.41470210554814946,0.44015455149960175,0.0701080822660008,0.20298500709865838,0.2306160938421926,0.48994241794579857,0.4966286843186616,0.13443831289924107,0.29081556095803823,0.1750414744489119,0.04893450549163672,0.2744068273544803,0.17530808153953567,0.2880809825804905,0,1,2,0,-706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,6,16,24
8158,0,Cash loans,M,Y,Y,2,18710,9065,7341,8085,Unaccompanied,Working,Higher education,Civil marriage,With parents,0.1421762585689854,-10082,-1930,-614,-81,7.2948853488896805,1,1,0,1,0,0,3,3,2,MONDAY,3,0.3518694496804326,0.2421972161814427,0.33650847814252033,0.21224426710512576,0.10886749583846307,0.3594231341050489,0.3697574031933897,0.5004044373508831,0.19527104429665146,0.13559189736799662,0.20320759373121022,0.19706422674853508,0.2941868437064716,0.17608913701444262,0.10752093294004911,0.2631120183819401,0.123928104855886,0.3842083032433747,0.06411936092870282,0.1863754252863278,0.19861035019831888,0.09130059205780323,0.6260339742714636,0.3193323870604226,0.18778622801476694,0.1621185248164523,0.24188020746060682,0.2209510312768061,0.2722024540282777,0.3963825371850291,0.44024859366083774,0.4283984491682106,0.1850394571339395,0.08725092696896966,0.3414567012485477,0.5196117947367297,0.1459636255339225,0.11077143714613803,0.16581271927260013,0.3145299631725861,0.525184460271934,0.20776121001277728,0.26568170242891914,0.2666647573611669,0.18489517995355417,0.38302138228845417,2,0,0,0,-643,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,5,28
8159,0,Revolving loans,M,N,N,0,15898,22798,1682,35803,Unaccompanied,Working,Higher education,Married,House / apartment,0.15644225524511365,-8474,-4089,-492,-143,4.622454956408327,1,1,1,1,1,0,2,2,1,TUESDAY,15,0.09576547712067893,0.31724133688770584,0.6031393578181342,0.05883736230808675,0.10984254255829835,0.2640338363334344,0.1426108717268244,0.1334582267468583,0.21450438804771732,0.35462316623946244,0.08945999256631527,0.05309022208477784,0.3148405204408736,0.2655808143790313,0.4159936375893867,0.03856373690134,0.13476104968016706,0.3660692307953046,0.507205143779217,0.5949191428918228,0.1984141692515026,0.31783320929063597,0.2572585735662782,0.4938890928632548,0.4173238211193111,0.0942446194344803,0.28750107269025976,0.15660778297108405,0.40469830890608616,0.30997109700516096,0.24471288718567918,0.12033095666100324,0.209048047227,0.14268754685727017,0.16993553170600315,0.029688843707941857,0.5384491042007746,0.41331890628170104,0.0957813700273324,0.6019255736654108,0.3415054052977294,0.10647470218433298,0.2533049105577009,0.44991325566729506,0.35456360756541894,0.11297778205221022,3,0,4,2,-48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,12,23
8160,0,Cash loans,M,N,Y,0,6559,20570,1287,7134,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.09442930617089655,-14266,-3769,-2018,-502,0.5744858771474513,1,1,1,1,1,0,3,1,2,SUNDAY,2,0.7414703161121573,0.8489718305403551,0.4583956506524667,0.20648880227868927,0.18045499195299947,0.5490567171416333,0.16166220773158343,0.10693214649883456,0.25479995076134776,0.2254837597290519,0.5045883383108002,0.11971827499368974,0.6018663834322064,0.2801247261906512,0.3772179027327655,0.30506526718915106,0.25008478523955474,0.22462488999635552,0.13711625425847573,0.45369158947599736,0.25859239024268105,0.37322174747647585,0.36773101321734447,0.5024044578489006,0.16348607610333565,0.23130314059592252,0.48005231919351027,0.24279138165862502,0.6335448637731129,0.12487345757308702,0.3565125774895182,0.05590788440321464,0.014683614998974937,0.12233539009035793,0.3059902689081463,0.37239792172986597,0.4273858340834183,0.41457805564139644,0.426905106946605,0.17330530520353143,0.3651144439803943,0.29965480733649663,0.1861310719573849,0.5366474295908343,0.27457026169646925,0.22183820072167315,1,0,3,0,-211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,10,14
8161,0,Revolving loans,M,Y,Y,0,9967,20906,1751,27038,Family,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.08596940421651686,-7072,-949,-589,-641,2.1627760670101246,1,1,1,1,1,0,1,3,3,THURSDAY,15,0.9036384694698475,0.6251376182719562,0.8268814756050342,0.20614403479746668,0.1675466071278685,0.19421476072819804,0.4029514318945436,0.1908675679898959,0.1608978589586551,0.24744660527591586,0.3589943855030781,0.17110434817686307,0.3986290688232555,0.33772616847358206,0.13156393123486437,0.14534788409538701,0.20111281625983743,0.17705688008306852,0.38242830659857646,0.20514491252770503,0.03859774410302608,0.27416562231823577,0.41974756814798586,0.7367863349499407,0.5284928173470023,0.5996523688397356,0.05868686663426388,0.416126558356743,0.6219578825788967,0.2837339384761095,0.39573068539747,0.42559215942718587,0.040077875310555955,0.405287653856285,0.16704553952262702,0.17950946367948842,0.43426178109774505,0.21879975255091808,0.23645169378578512,0.30352930938517136,0.022330642641876414,0.4765179527876641,0.31353671198979377,0.4913225413074126,0.1372227447038721,0.1997233117493355,3,0,1,1,-533,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4,16,15
8162,0,Cash loans,F,Y,Y,4,4318,32355,1442,6524,Unaccompanied,State servant,Lower secondary,Married,House / apartment,0.17109467314038448,-12244,-2484,-578,-43,3.5281349406166473,1,1,1,1,1,0,1,3,2,MONDAY,4,0.24872638152276472,0.6425721922246568,0.139629355257941,0.3056615450134612,0.15296014214351344,0.3170420519070741,0.178722411699981,0.20755679529622764,0.45638360655636095,0.5224239825499621,0.18676861620949403,0.5569456238907526,0.216043628228156,0.12086264341413369,0.3385360754314817,0.07534644106682319,0.43470964328076994,0.15896596556303752,0.19558941151660825,0.34109652106922833,0.48936729127764345,0.24010798477521994,0.05637186586292295,0.14091025244911703,0.21688018000527404,0.3248521988100514,0.33256319779501897,0.17595206791324605,0.04972062005394659,0.2612689538246967,0.2533977101148399,0.10900169756957258,0.1849698719458863,0.5101917385095921,0.6800349377990288,0.3084367939697346,0.41450460465171535,0.12307391692781253,0.37331322554514257,0.07777552871490215,0.2772010899703745,0.20030039598428473,0.2308436380947423,0.30341470415422694,0.38207053171727035,0.12909686140852866,1,0,4,1,-1206,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,5,1,4,13,26
8163,0,Cash loans,M,N,Y,1,5526,14086,6395,17704,Family,Working,Secondary / secondary special,Single / not married,Rented apartment,0.029838185666304726,-14233,-92,-3413,-16,3.144224644812556,1,1,1,1,0,0,2,3,2,SUNDAY,8,0.773093232260263,0.18863326835897676,0.7829121177274773,0.13216686193663163,0.2829886653399801,0.05743450123633454,0.37453529801013236,0.5146939547702172,0.09865919098819469,0.29381893384243524,0.5411413493041098,0.36305618104366016,0.05380597262368604,0.30786576760887335,0.14443278671829016,0.2841895052040408,0.3854579707079646,0.33375487892911965,0.27413986750125297,0.08179791955467783,0.2717200416169499,0.2171072537511661,0.29523661752087066,0.36912875529785005,0.10364271337271241,0.08567162183716467,0.25060299588133644,0.32615370559903484,0.36656369720958043,0.15536638380997342,0.23933772057742203,0.16792828578679442,0.16177777974409377,0.258619104705837,0.19113823688869006,0.18650889003492083,0.11274657979686473,0.4082180960514124,0.5718296472977358,0.33244594314752435,0.3081542125638655,0.43954371365673955,0.38849503727862655,0.31169195069705835,0.15810998954359073,0.11333355864404482,1,0,4,0,-761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,13,19
8164,0,Cash loans,F,N,Y,0,5281,36809,3479,4972,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.156808475051988,-14762,-1724,-23,-188,4.97456051707376,1,1,1,1,1,0,0,1,2,FRIDAY,12,0.18180923053151582,0.3790456818752077,0.6914142391350729,0.3780228126405808,0.25177874018275526,0.15606259539312575,0.19287919077412793,0.13573158214759337,0.3890454171589604,0.07529459009760553,0.22697258180197866,0.07742182987171024,0.26198901145240117,0.12572682165232457,0.07664706343869936,0.22630751478282107,0.19366372598284423,0.174554677292115,0.47868096180429914,0.3301729418575782,0.4788161328487991,0.5842520669685631,0.3834794651452962,0.24060720604401561,0.28093141024208884,0.09213275778872111,0.1416666461459498,0.16736916449204836,0.8043567254025124,0.040266953235732636,0.3165080366589738,0.5053878234764346,0.3330854857392937,0.2935046251461844,0.045424839691857705,0.22165781867700834,0.634393650910956,0.08236671015257294,0.06791672136023896,0.3103209085204036,0.280994817568711,0.1815805383323291,0.44937861770959286,0.6812621417651642,0.37105528439519603,0.25434494916803246,1,1,1,2,-105,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,7,15,14
8165,0,Cash loans,M,N,N,3,4189,13324,2927,10654,Unaccompanied,Working,Higher education,Civil marriage,Rented apartment,0.14509426361068964,-13677,-985,-2462,-1268,11.55053546834723,1,1,1,0,0,0,1,2,3,FRIDAY,1,0.4759147725781041,0.555692660848362,0.20888714206386033,0.3346871977393363,0.16171842094772007,0.5600764880442601,0.33677646217930574,0.2683429687698185,0.6821922160787144,0.23326151764861616,0.41160018749398286,0.16168108891560037,0.4950508757485809,0.30511080793098866,0.3213694681318617,0.04620188150074347,0.41733822990237507,0.17027554292735017,0.22537062778819128,0.5981845325207557,0.20652047245495686,0.46147407930016066,0.18595026795991598,0.40825032878655626,0.6780182707416957,0.23644322139005078,0.13098887551847124,0.3748624360149044,0.16168624572301488,0.3778532631041746,0.47668883084785213,0.18657777193452635,0.6252276191110652,0.49963116770046506,0.6313106862155127,0.13103287835828997,0.45861356581470325,0.11209903389766153,0.5870696072145596,0.1966928849011834,0.0519657542445071,0.061069255395417646,0.34638485045009176,0.3568515467949154,0.2189777433897239,0.03565419802610171,2,0,3,0,-271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,10,11
8166,0,Cash loans,M,Y,N,2,35470,24336,1910,4198,Other_A,Working,Higher education,Married,With parents,0.06602008366048508,-6797,-185,-1367,-1010,3.404736856594802,1,1,0,1,1,0,5,1,3,TUESDAY,7,0.7414501933904357,0.3827138552724147,0.7325286093208584,0.4111231759441172,0.5201877167060921,0.40898605912258756,0.49470328360672056,0.2161519788698663,0.26529641490879713,0.24580422446598874,0.467620990388494,0.3739988452563562,0.19607291619384015,0.18402924938545365,0.4772049864530473,0.16543627987131904,0.5040966772008392,0.07874255289081593,0.6038461787070575,0.372765821830029,0.28589667720201806,0.3253304400897809,0.2768392444813367,0.19188533306820726,0.36549675163468476,0.26592427578410116,0.2158743530341196,0.2376227000917273,0.41544538734703973,0.06074241453222245,0.05884698853768804,0.38466268302795037,0.17266949528683012,0.024347204491122522,0.46250427000302585,0.061879395364400534,0.3497031225851627,0.5265465455599506,0.18992884927406287,0.4863141145064735,0.3432748399466281,0.031926217156133405,0.05990450072957243,0.018222103041026453,0.5250350317768883,0.5447946715366117,1,0,3,0,-77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,8,10,26
8167,0,Cash loans,M,N,N,1,12634,41274,4951,10292,Family,Student,Secondary / secondary special,Single / not married,House / apartment,0.29616090010725643,-16368,-261,-264,-448,8.147402426545602,1,1,1,1,1,1,1,2,3,SUNDAY,4,0.3549111262747779,0.5663942731734877,0.6304849832108007,0.14268631891370964,0.55696320971931,0.15040228481628606,0.26151783600992573,0.6990535222772929,0.37399340113765694,0.5561958570533985,0.3841448395014125,0.10735080856670898,0.3641702803697936,0.27448835843954256,0.24439358567349737,0.25707320212155066,0.1299978700548383,0.371804240207568,0.15334333818769,0.40424454592808107,0.354502216640894,0.32966554001414816,0.4703654411966971,0.18168319458951257,0.5181138279033429,0.25343167346082124,0.22719490750926993,0.3075166421030284,0.01952356160311955,0.31086117025842397,0.3728321709962525,0.290157966057964,0.32949741839111363,0.46086547412951856,0.14034646770949033,0.2761035550752614,0.33235788760006646,0.45066626541985627,0.613480882655096,0.077204995167772,0.2133454456575066,0.2673932820395502,0.3781116015908932,0.238861555705206,0.09681179446339586,0.2258463109584115,2,0,3,0,-334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,7,20
8168,0,Cash loans,M,Y,Y,1,3909,38381,3872,24959,Family,Working,Secondary / secondary special,Single / not married,Rented apartment,0.09921398082618221,-11259,-450,-1693,-1212,3.5092667711765664,1,1,0,1,1,0,4,2,2,SUNDAY,20,0.44992281913133164,0.8386145738201809,0.7929780388613151,0.215472209107235,0.11396637574404134,0.4433581911873803,0.0924400502441523,0.13822212705644796,0.2837221029365196,0.2823780632712214,0.05693785573427097,0.3529889793164249,0.4158883533764907,0.06588550139870501,0.42421265243280865,0.08976383255501988,0.27871673784682255,0.18522833231620123,0.34115450023861593,0.10832786130561227,0.12648790230747753,0.44460372678155574,0.16360959997261695,0.3318111962540782,0.4582557797786961,0.5179904367648771,0.4422657056319064,0.2929103783019193,0.22922845234893618,0.43054799799813764,0.07561212475133199,0.36321949957934285,0.4079234517200199,0.18556498442310732,0.2818807028595256,0.6560920699623161,0.34500142402173434,0.2403886357317853,0.2939994130204872,0.12639350014146797,0.594867246364916,0.22357679106511816,0.4744674823659677,0.16028597468046873,0.42695781938086763,0.1307578329937631,2,0,2,1,-915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,10,17
8169,0,Cash loans,M,N,Y,1,7746,12308,2106,27777,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.2507752771809783,-16853,-5889,-1775,-43,14.639418029407022,1,1,1,1,1,0,4,1,2,WEDNESDAY,19,0.5998182821383458,0.5026147704020092,0.3212636701432915,0.2130409196239148,0.16266624206489796,0.3442722637258888,0.3510361659275216,0.21678487392855877,0.23468247475347248,0.31936363683913915,0.3883084523510118,0.37032238779720494,0.00917767294491681,0.31028058495090893,0.2153877878388516,0.18965100736425922,0.3011380892292318,0.31509086432522154,0.31081267554973036,0.6072188201939617,0.05343692208054878,0.40015515194892576,0.21401504147335926,0.5882637963085697,0.5045653740027489,0.3785203804150905,0.09115060091558684,0.33040720629106224,0.18909814130512112,0.38698311915465344,0.057611629711630405,0.14690902015141277,0.22913770537057424,0.2229327721477134,0.11839414951770569,0.10979764623331256,0.3500662939026298,0.2175128172099686,0.10160562357758651,0.31019251372791634,0.18531761435583655,0.7825083861506731,0.1777242540775924,0.1168324299946845,0.36966321111881256,0.4811211057036207,2,2,2,1,-278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,8,24
8170,0,Cash loans,F,N,Y,4,802,32667,4141,8187,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.25121186813204277,-11147,-8366,-1958,-232,6.189093071908581,1,1,1,1,1,0,2,2,3,MONDAY,18,0.09297350743720555,0.5187411873151833,0.7602597519085418,0.1835358161755749,0.5846601395976257,0.2929418452791469,0.28177702679459254,0.028915147742577633,0.12229422656036903,0.11581972744838964,0.6475821219894101,0.47692774553939266,0.27095367194007297,0.48177045933034757,0.044043851351375174,0.3498000683530188,0.18797789960884834,0.4648538131371323,0.5971433437070524,0.16109844985775781,0.4553265880955872,0.03956436369087942,0.4314983424657865,0.5099939909071769,0.04483688137307581,0.26562425636599235,0.21148492395431376,0.10073522256800019,0.5074574056873139,0.619959180972228,0.5193827988050881,0.42593743942223034,0.3734526286919554,0.39472776334269294,0.16406330545643866,0.3038805844339923,0.1852395077555851,0.36628550350000116,0.5017274789732017,0.22885255085420242,0.03647962390050549,0.4439989477606024,0.08358173512982854,0.2539712355243773,0.2080363955068922,0.06840514334123873,2,0,1,0,-401,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,8,23
