LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_AMT1,BILL_AMT1,PAY_1,PAY_AMT2,BILL_AMT2,PAY_2,PAY_AMT3,BILL_AMT3,PAY_3,PAY_AMT4,BILL_AMT4,PAY_4,PAY_AMT5,BILL_AMT5,PAY_5,PAY_AMT6,BILL_AMT6,PAY_6,default
8597,2,3,2,48,2130,45043,0,924,40966,0,103,39587,1,220,49739,0,1572,69800,-1,1476,42266,0,0
114099,2,3,2,23,4938,22830,1,986,22999,1,2056,26053,1,14112,31899,6,5499,16838,-1,168,-244,1,0
106279,1,4,1,40,270,46301,3,2962,47394,-1,1390,47977,5,5033,9864,0,814,44136,1,718,21825,0,0
31918,1,3,1,22,6993,64754,0,211,28617,2,690,23281,0,916,25991,-1,2858,31997,0,2491,32931,1,0
301315,1,2,1,35,22,33317,0,3245,64564,2,943,61011,3,656,63311,8,24,15086,-1,2094,37813,0,0
16376,2,4,2,42,1833,43051,0,13220,16108,0,3404,25567,-1,4127,39372,1,1513,14841,-1,9862,39897,0,0
56622,2,2,1,32,3505,44134,1,58,37210,1,2776,40454,-1,303,31584,4,209,57547,-1,1803,1034,0,0
287556,1,2,1,40,2366,34306,0,2270,33301,1,3652,25084,6,898,10498,2,6181,11916,2,2682,59502,4,1
54425,2,4,3,25,1837,53538,1,7154,44617,-1,6502,43174,2,14826,64741,0,2187,45974,0,2626,19533,-1,0
101756,2,4,3,21,8884,26398,0,839,58534,2,11143,19364,2,6827,35854,3,3270,42629,3,4568,-5338,-1,0
50682,2,3,3,40,13653,66652,1,403,45324,1,630,23817,0,4752,61749,-1,7165,22838,8,11653,55669,0,0
32050,2,2,2,52,10345,52524,0,4981,37428,2,431,85890,0,1171,53648,1,9936,56721,1,5613,21750,1,0
413377,1,2,1,25,3695,21264,8,50,53825,2,1930,56884,0,1232,55905,0,3635,16369,1,9112,53842,-1,0
52650,2,2,1,47,10777,73960,1,8091,56860,2,3951,47388,1,2951,73189,0,5245,29018,0,1035,5126,1,0
224525,2,2,1,35,12682,43362,2,345,45383,-1,526,50282,2,7013,42418,3,6658,18174,2,9145,31898,2,0
26130,1,4,1,21,2631,25541,2,3715,47751,3,6293,46112,0,19,37330,2,1679,55297,5,6022,20720,1,0
23966,1,2,3,23,1666,62091,1,6737,52932,2,4060,38222,1,226,71277,1,6142,63670,0,1747,47856,3,0
3162,2,3,2,35,517,49893,0,1385,7121,2,6900,55134,1,10205,56679,-1,5301,44971,7,11287,22191,1,1
105459,2,2,2,30,3260,4560,1,546,32983,0,2215,23460,7,8411,25903,-1,2926,90785,0,5468,47861,-1,0
45969,1,6,1,21,14621,29486,2,965,47524,0,2563,71910,1,5931,60867,2,2083,48914,0,3153,31533,2,0
199773,1,2,3,21,4115,45581,1,9644,34167,3,8240,42406,1,3461,70299,6,18183,52643,5,6094,26848,0,1
64095,1,1,2,26,5506,-3191,-1,6117,34237,0,1553,56034,3,784,-5999,3,21458,60130,1,33,57986,1,0
344808,2,1,1,36,598,41701,-1,1103,47498,1,2401,71467,1,539,15110,0,5938,26553,-1,1953,79072,8,0
20521,2,3,2,34,774,43159,0,6296,47952,1,67,49824,0,11789,23798,0,2423,48166,3,7496,32701,0,0
202968,1,3,1,29,3122,16330,0,6165,49341,1,4052,23790,1,2410,54461,2,6962,20660,2,9795,24529,3,0
149877,2,3,1,37,15106,45412,5,30429,24155,-1,9534,64390,3,5949,55777,2,5685,13637,2,8051,37224,1,0
147369,1,3,2,45,2237,40149,0,2484,11643,0,141,73923,2,3045,50390,2,3937,61844,0,6569,42155,5,0
186293,2,1,2,38,10497,16174,0,10006,56087,-1,4756,1069,0,6563,57527,4,706,23000,4,3441,4118,5,0
143139,1,3,1,33,640,58391,2,2956,25151,1,9336,37962,0,1074,17836,0,14649,43668,3,1051,19714,2,0
98408,1,3,1,44,4798,56757,3,11402,23769,5,3405,45828,1,3313,15879,0,1324,72630,7,587,9877,0,1
14069,2,2,3,25,4589,34205,1,480,21964,0,1877,34718,1,2364,65062,5,2498,3779,1,12884,16955,7,1
3306,2,2,2,32,9826,36028,0,963,63020,3,28396,15081,0,1405,42075,2,2095,53023,1,1183,69045,3,1
253638,2,2,2,32,16,54525,0,9484,44240,0,335,22338,1,4552,64173,2,834,39562,2,1407,-5733,7,0
95880,2,2,1,22,1053,35986,1,8554,46850,4,1181,3017,2,3849,26028,0,124,38592,0,6396,47451,8,1
159227,2,3,1,30,1240,1381,0,1822,53791,1,10824,59102,1,3422,18877,2,13282,41191,0,7050,32593,1,0
65685,2,2,1,21,14975,49738,0,4541,39152,0,1764,67471,1,4471,14582,2,6725,40350,0,2622,44869,-1,0
12477,1,2,1,54,834,23734,0,2411,60253,2,8569,67192,3,768,56020,2,104,50465,6,390,16629,1,1
13374,2,2,1,25,188,32203,5,51,16063,1,2026,39408,3,2314,62640,2,5820,18973,-1,3312,30796,0,0
115697,1,6,1,50,3822,69157,-1,132,18287,0,8356,45438,1,1962,50835,1,694,50043,8,8375,64474,1,0
56265,1,4,2,35,3759,37320,1,278,17184,-1,5787,61398,8,7330,30332,8,6436,17448,0,10684,30912,1,1
22379,2,2,1,40,9291,40034,8,4507,48433,0,3160,35342,-1,181,52742,1,3517,82077,2,5252,68198,1,0
67647,1,2,2,30,14865,50193,2,1637,50128,3,3700,21014,0,1655,52194,-1,19050,37900,1,5769,-14503,-1,0
6636,1,2,1,37,3866,50106,0,777,30548,5,978,28585,-1,12523,-504,0,2831,43588,3,120,50782,4,1
87220,2,3,1,41,13295,21616,0,14162,35351,0,615,43510,3,1785,32991,7,6910,75415,7,1198,40836,1,1
31333,2,1,1,41,6457,38794,7,646,65361,1,6310,25727,3,823,45588,1,210,24507,1,6872,11235,2,1
159730,2,3,1,42,1536,40723,-1,5604,26111,-1,9438,49465,2,7080,62161,0,13709,39775,0,3780,58319,0,0
37158,1,3,1,31,13184,45440,2,11229,45908,0,6400,12897,0,245,38297,0,4132,11799,0,4421,25025,2,0
60737,2,4,3,30,5504,45784,4,894,26285,1,12201,35146,2,2778,42980,-1,1885,20597,0,8313,44627,1,0
1168,2,2,2,21,2672,91748,-1,1208,61919,2,11039,48110,0,9667,38652,0,678,11520,0,5535,20262,2,1
7520,2,4,1,40,5700,16482,2,4264,52568,-1,7529,42650,4,15405,45305,8,5119,55964,-1,2722,29796,5,1
49839,2,4,1,45,2565,59601,8,3550,12021,3,11420,25297,0,1431,12624,0,6857,51389,4,18251,54109,2,1
65380,1,2,2,51,606,63667,2,3680,34783,0,914,54700,0,1756,27890,0,445,31257,2,1383,87047,2,0
91634,2,2,2,38,6346,49855,1,4044,-1580,3,6571,45249,7,4187,-4628,2,899,29866,1,2077,22043,2,1
34483,1,2,1,27,8688,26993,4,14968,58009,2,7005,-1779,1,1284,31160,2,2434,59413,0,5507,64988,2,0
118738,2,2,2,21,6524,73293,1,276,80946,0,836,49106,1,816,49913,7,9544,39899,-1,1320,66800,1,0
196698,1,2,2,45,1301,-3839,2,7144,-3608,2,12016,31556,0,2775,24159,2,20352,22654,0,2394,52754,3,0
151345,1,3,2,21,15690,26334,1,1323,11458,0,44,29500,3,374,34969,0,6832,61463,-1,5877,55346,1,0
4042,1,3,2,31,127,63433,-1,2339,43346,0,2851,23401,0,11231,47814,8,27,37171,-1,2063,25855,2,1
65490,2,5,2,32,2022,32597,0,467,39630,-1,108,19939,0,2033,94450,3,11688,53545,-1,294,20611,1,0
11085,1,2,3,34,1506,71929,-1,2949,31783,0,3704,44131,0,2049,38367,0,134,41435,3,4104,30540,7,0
27713,2,6,1,35,246,9763,0,8153,5247,-1,2656,50920,1,7836,54384,0,11371,81554,2,7351,45333,1,0
431718,2,2,2,36,2602,17757,-1,519,46468,1,4878,43063,5,2089,36263,7,2640,35863,0,6790,33972,0,0
15372,2,4,2,21,4879,29367,1,1612,57750,-1,7271,58989,7,7154,47119,0,6770,-169,0,4852,25060,0,0
69092,2,2,2,35,10708,48347,0,2334,96939,0,7317,51628,8,999,39432,0,455,35443,0,7246,25945,0,0
96274,2,2,3,21,22873,35559,4,548,66145,6,6404,-139,1,3764,31559,0,901,45327,1,1111,33918,0,0
121222,1,4,1,42,8253,30192,3,7184,14025,3,537,21669,3,7316,35949,2,2996,49195,4,6620,57203,6,1
82018,2,2,1,29,3161,68407,1,7731,39762,0,2701,63768,1,2988,64942,1,196,56175,1,256,18423,2,0
981,1,3,1,21,6431,70268,1,9036,51841,2,8462,14612,1,372,45782,0,2469,28382,0,6736,51321,-1,1
39520,1,3,1,26,9277,31712,0,4384,26234,2,5310,-14700,3,6676,16060,0,6970,71278,0,260,50501,3,0
72921,1,3,1,29,3130,5804,1,3538,55600,0,5713,76629,3,3406,31515,0,5316,59296,-1,7380,29550,1,0
9196,1,3,2,46,7686,-3149,2,1522,54067,0,1286,45932,-1,1902,22161,1,2167,42618,2,10811,45918,0,0
43174,1,4,1,36,3295,44785,3,5323,64747,5,1965,26338,6,24665,58548,0,44,26120,0,8831,63726,1,1
3376,1,1,2,38,2442,53119,-1,2940,56044,2,15596,23032,3,10440,24812,0,1571,78559,5,2142,33515,0,1
8183,1,3,2,46,3733,41259,2,17663,45702,3,9384,52588,2,192,57236,-1,7485,54584,0,18470,24553,0,0
50571,2,4,1,34,5632,38581,2,17238,27241,1,901,49559,4,4502,59531,1,2081,30154,3,3653,20755,1,0
14238,1,1,1,42,6489,23909,1,11780,14138,2,3933,46544,1,2189,42886,2,2370,68041,1,2384,23100,2,0
83826,2,2,2,41,2206,53099,0,2232,44380,1,3371,36225,3,190,50888,5,385,44405,3,4365,55816,1,0
116945,1,4,2,22,4235,73563,1,2294,31923,2,2931,14388,1,56,29970,0,4602,70185,1,1818,38857,0,0
161237,1,3,2,49,12032,-4337,1,9575,33856,2,3180,39280,1,4382,56983,5,4862,23138,0,981,7958,2,0
22333,1,3,2,21,18714,38449,1,6530,62435,-1,5148,61302,0,1929,15204,0,2818,35991,3,891,65095,8,0
18330,1,2,3,44,1288,20593,1,6093,67378,2,17078,29160,3,6075,30746,3,7147,67639,-1,928,36387,7,1
11044,2,3,2,21,1071,10190,0,1639,15292,2,10410,52021,4,3029,33846,4,10472,26623,1,1295,49601,8,1
101178,2,2,3,41,5645,17400,0,8959,35791,-1,10402,31907,8,7272,59729,7,6942,34930,0,10877,52030,1,1
122579,2,3,2,53,2678,47593,-1,4330,31335,1,6076,56024,0,8384,74104,0,3929,-14754,0,2593,23316,-1,0
3209,1,4,2,32,122,48099,0,2960,46298,4,88,20401,0,5353,30900,0,13720,48244,1,0,15390,2,1
275219,1,2,1,32,2129,69205,0,10028,-5325,7,2903,40273,2,2706,38065,1,2407,63083,1,1811,20661,2,0
5337,1,3,3,41,8218,40175,0,2506,10783,3,3578,49129,4,22317,16376,1,5317,21574,0,27737,36098,7,1
77935,2,6,1,31,7983,4835,0,5305,37650,0,9241,26490,3,1831,38337,2,4281,48951,2,6662,48751,0,0
123464,1,3,2,53,3412,35236,2,3135,55722,0,12809,47252,1,3613,62029,2,9212,29179,0,3504,77268,8,0
204770,2,4,1,36,3198,12272,3,4491,41505,0,3003,39408,2,3674,4084,0,3461,9816,3,681,57955,-1,0
125206,2,3,1,31,4331,15864,0,206,53430,2,1786,39116,-1,2796,40369,2,4031,33493,2,3040,704,0,0
161811,1,4,1,29,1238,51611,0,3091,43946,3,2057,26444,2,647,54360,0,3023,28507,0,5103,36949,2,0
41468,1,1,1,25,3733,43883,3,4065,65525,4,4321,59946,-1,2184,41140,2,757,42547,1,12552,-5493,2,0
168645,2,2,1,28,55,51751,2,3393,69717,4,1607,21097,-1,1211,36212,8,10876,33883,1,3386,59209,0,0
8350,2,2,2,31,3227,32850,0,9400,24790,-1,12080,45595,3,11505,57529,3,9896,66746,4,3971,36016,0,0
225205,2,3,1,30,2047,55810,2,1863,57672,0,2712,23015,1,5326,23825,2,6061,28846,1,4193,40706,0,0
79317,1,4,1,28,5617,31731,0,10774,50162,5,23058,38676,-1,1697,24411,-1,2136,37412,3,15058,35274,8,0
169989,1,2,1,55,5085,62333,1,2583,90093,3,579,52857,1,4170,3075,0,2193,44790,3,2069,41510,1,0
60206,1,3,2,24,2396,46892,8,5929,24043,1,1040,34222,-1,9593,46506,0,183,38980,2,9850,26287,4,0
103163,1,4,1,36,36,35860,0,453,37665,1,3583,-21523,0,13623,44423,6,404,29289,3,2822,41963,0,0
74739,1,3,1,40,1453,44241,6,1116,19354,1,10136,13106,0,389,28530,0,3605,41026,0,6751,20997,0,0
131523,1,2,1,41,5016,39642,0,7159,20541,1,2184,-3159,0,7730,22126,3,255,50493,4,3299,45819,1,0
8515,2,3,2,34,375,71922,1,62,47711,0,9084,41358,0,16952,39051,0,522,57973,2,4040,45410,3,0
6225,2,2,1,32,569,44908,1,17293,44110,1,2770,39899,0,3148,41922,2,1446,-2357,-1,1996,49567,5,0
28382,2,1,1,39,5206,39967,3,1057,50829,2,9586,32987,0,27056,16049,3,2339,50132,2,2677,38019,0,0
17381,1,6,1,37,7048,35230,-1,11578,50395,0,1624,27470,1,15741,1080,1,3360,26510,1,3725,60781,0,0
205403,2,2,3,32,1939,56863,2,3627,35287,8,3192,44422,1,5348,5492,3,1961,63159,0,4635,76370,0,0
24745,1,1,1,21,3363,54158,3,4157,35149,0,1633,11053,3,9406,10928,2,14124,58647,1,2312,9319,0,0
372410,1,4,2,30,14567,34523,1,439,20584,1,1211,59121,3,1758,15888,1,15068,58511,5,8984,14663,1,0
41082,2,2,1,23,14551,16887,0,2272,25976,1,2733,41502,3,12472,38319,4,288,28326,4,6348,36581,2,0
20103,1,3,1,28,1837,21960,0,849,38863,1,2037,21104,1,4481,41697,0,21138,12141,-1,3003,30960,0,0
155921,2,2,1,35,8303,36316,2,3732,43940,0,7735,31631,0,3563,36640,1,949,65421,1,6638,49499,5,0
107501,2,2,1,38,4506,66978,4,4000,54215,1,6884,37373,1,9029,47174,1,2012,63378,1,33,49508,1,0
68954,1,2,1,52,18542,34996,1,6183,52177,-1,2220,12384,2,11013,48016,0,9070,-72,2,4501,45995,1,0
81049,2,2,1,29,3246,28117,1,10530,71141,0,24315,53417,1,6040,46598,1,5819,67502,3,3726,6803,4,0
127011,2,3,1,42,7451,4785,0,3157,20546,0,18217,59309,2,126,41782,0,300,47097,3,3613,43924,-1,0
25935,2,4,2,38,7308,70270,1,1328,35348,0,12495,42348,2,4546,18872,0,7449,42639,1,4625,77038,2,0
560863,2,3,3,47,3440,51380,0,2029,22293,5,4415,58810,5,8620,13298,1,5441,23551,4,8108,50327,1,1
368063,1,5,1,40,7939,55920,2,9389,65545,2,2657,93000,6,3940,28758,0,15028,60286,1,235,38670,1,0
105075,2,1,2,24,1512,59233,8,788,29950,0,1877,2432,3,13655,62708,4,12040,30800,-1,805,52362,1,1
22257,2,3,3,21,651,36705,3,4934,63100,6,75,41038,-1,11380,86884,1,18490,30707,1,48,22703,2,0
114014,2,3,2,38,2768,41691,0,65,69055,0,4995,13137,8,3771,51144,1,3033,-2722,0,1357,48350,1,0
7493,1,5,1,29,14379,69772,1,1409,48268,0,4027,71214,2,2586,47158,8,6129,25120,1,19005,39577,2,1
3113,2,1,2,25,3473,43591,-1,4475,45861,0,4969,44926,2,283,61339,0,16338,20160,2,2337,17125,1,0
29797,1,3,1,22,5042,51750,0,3047,40772,2,4289,26038,-1,5006,70261,0,10,-1537,2,4299,44913,1,0
62105,2,4,2,36,4892,57411,0,3401,33657,1,740,34792,1,1545,21555,4,7777,71177,1,23077,40879,1,0
202701,2,2,1,50,711,52858,0,5402,31252,-1,5943,66725,2,5519,98060,5,277,37504,2,4934,56147,1,0
129890,2,4,1,30,2473,37436,2,1336,37051,-1,2234,49045,0,8016,71758,0,34136,11486,0,938,42661,3,0
135753,1,1,1,40,6136,39322,1,1648,76487,1,3631,51578,-1,2627,12670,4,69,20723,6,8175,44127,4,1
55424,1,4,1,33,17875,55552,6,5767,19162,2,2275,69761,1,78,20030,1,4045,28383,3,4014,42972,-1,0
42454,1,5,2,22,919,55520,0,3864,44092,3,111,59087,1,10021,96338,-1,3679,28074,4,26863,42673,-1,0
46368,1,3,1,42,2641,63364,0,73,54226,1,10459,62480,-1,3981,60736,1,1817,56012,-1,7033,62787,0,0
439406,1,3,2,24,499,51021,0,5548,34312,2,805,37473,1,1890,28056,3,6590,34614,0,26309,54323,-1,0
4093,1,1,1,35,1387,51932,0,4839,48321,2,4363,-5077,0,5022,41583,0,1485,41972,-1,11072,21240,1,0
201764,2,5,1,31,2364,31075,8,409,9907,2,10733,42071,1,5610,55082,1,1717,34705,4,1005,37488,-1,1
86435,1,3,2,43,3889,28377,0,6882,66500,0,1250,26710,0,797,57774,0,994,63257,2,6893,11835,3,0
57734,2,1,3,24,1310,55612,6,3691,62622,0,2655,55771,8,5197,67365,3,6259,67552,-1,3446,69823,2,1
129192,1,3,1,38,1291,28516,0,1145,38031,2,2371,4593,-1,1689,44844,0,931,37324,1,694,26067,0,0
66683,1,3,1,26,7521,39585,0,4097,22403,3,467,56564,1,8138,45608,-1,11397,21075,1,4194,24787,0,0
206690,1,2,2,29,16435,67580,0,4525,55857,0,2754,43770,0,14194,32723,6,1697,37809,2,491,76509,0,0
230962,2,2,1,21,1954,64411,4,12636,17037,1,3264,47075,0,541,21420,4,3655,-22200,0,7177,28078,5,0
54769,1,1,2,55,5823,46035,-1,6776,19907,0,134,52375,0,12466,20498,1,3222,46271,0,2241,21002,4,0
32410,1,3,2,40,1492,34077,7,1797,38927,0,3348,39430,8,11688,37124,0,6059,12820,1,8275,53171,1,1
89734,2,3,1,27,13152,37532,1,628,70360,0,492,33340,-1,2099,46883,1,1333,35579,1,5732,39822,0,0
243455,2,3,1,23,5587,57353,0,9592,52811,0,11149,62699,1,146,10894,5,9120,49432,0,10533,22117,1,0
23656,2,4,1,30,8114,39270,2,9356,27060,1,5251,51863,2,5441,80926,2,6695,28594,2,1028,46733,1,0
97542,2,4,1,42,253,28834,0,963,6358,0,290,53776,3,2113,26087,0,2097,31231,0,5179,52543,1,0
99847,1,3,2,21,4562,64315,-1,320,40830,1,8773,38349,2,1063,22854,5,640,45159,3,9970,57263,-1,0
132093,2,1,2,33,3749,43632,3,6221,45028,-1,2243,42190,0,574,39434,4,3513,28837,3,1292,45080,1,0
14106,1,3,2,52,1733,28454,1,6411,38544,1,1278,39735,1,1090,-7398,1,19693,58487,8,7644,57745,5,1
125816,1,3,2,23,1521,49578,1,974,76127,-1,1464,5116,8,1355,47234,4,122,55458,0,1676,56934,1,0
239725,2,3,1,35,4337,59424,0,5516,37361,0,4553,12377,3,7943,20195,-1,9317,51347,6,8450,30740,2,0
19806,1,3,2,57,6129,19846,-1,1635,-5642,1,425,37536,1,7658,1559,1,6015,27393,2,3623,74151,8,0
27120,2,2,1,41,168,35990,0,1509,31857,2,302,2451,1,3410,42869,0,1011,51469,4,5485,53021,1,0
355417,1,5,2,36,4189,35066,1,1961,49092,3,4937,37797,0,4029,42843,3,3235,25141,-1,2307,67894,1,0
19964,2,2,1,40,934,49045,3,3673,47737,-1,20061,22114,1,12494,78905,8,4940,38254,0,8739,37229,0,0
192678,2,3,2,30,756,52640,1,8159,36466,1,3302,38480,0,11932,43592,6,5964,-12715,-1,657,56936,0,0
67782,2,1,2,47,4879,28970,3,3452,33155,0,2666,43400,0,8820,43443,1,12714,63143,0,1074,45447,1,0
28399,2,5,1,31,1861,10144,0,1769,7,2,14706,2835,1,2344,40826,1,10320,74537,4,470,59400,2,0
204600,2,2,1,21,2906,60635,-1,10769,41715,0,1378,46501,-1,2282,-11568,5,1990,44496,1,14937,31621,1,0
58933,2,1,2,31,2231,17601,0,283,33227,2,1375,31009,0,10941,41536,2,639,8367,2,3139,28882,-1,0
72322,1,2,1,25,5225,45423,3,7975,44984,2,11775,-6456,0,13053,39030,-1,550,35646,1,3245,64652,1,0
44508,1,2,2,32,3175,37360,3,7671,49825,3,5205,30782,8,8008,37105,0,17327,41421,1,1794,44859,1,1
89882,1,2,3,32,16546,43248,0,1462,64821,8,276,47593,3,7076,23323,7,15597,40320,2,3171,59651,-1,1
17855,2,3,1,46,2172,73024,-1,1105,20888,5,5603,31886,1,4084,51300,0,8560,90820,1,1340,11772,0,0
49607,1,3,1,41,6740,100765,2,10385,14120,1,8574,30666,0,2064,20467,0,19677,35108,-1,15145,23885,0,0
348715,2,1,2,37,1487,7331,4,4092,28520,4,1600,43077,1,1376,54107,2,1602,28453,3,1528,29542,1,1
29858,1,2,1,34,3554,59678,3,235,25288,0,2413,30415,2,756,47763,4,8730,43259,0,12981,65959,0,0
106925,1,4,1,24,4021,36875,0,11074,23491,-1,1101,34656,-1,6513,68047,0,3488,37144,2,3348,65195,0,0
39332,2,3,3,21,1995,60957,1,2146,68898,1,5016,13470,8,7502,30719,0,8027,25010,2,2873,41751,0,0
148489,1,4,2,36,3191,59145,3,2093,42968,8,5456,29634,2,2220,66743,4,4718,4765,0,8143,49619,0,1
14026,1,3,1,42,1637,68194,0,5154,79447,2,354,77681,8,30,44246,-1,9360,54647,0,3412,43365,2,0
350061,1,2,1,33,30,45699,1,5413,39938,0,5661,43568,1,13951,38495,5,2532,22715,1,1552,20052,0,0
60475,2,1,2,29,1214,22208,0,2179,16562,2,5371,45382,2,2873,22937,-1,22613,19871,0,2855,41192,3,0
26925,1,2,2,39,6020,58552,0,773,23836,-1,178,27146,1,18363,47911,-1,1237,23778,0,2895,21933,5,0
7633,2,4,2,34,7369,42359,7,4017,60489,1,4052,32106,-1,5656,30478,4,5583,10761,0,1748,32379,0,1
18603,1,6,1,51,1643,35323,5,4906,17322,0,4758,35430,3,662,39442,0,8112,53120,0,2727,35509,2,0
73349,1,3,3,47,2621,30475,1,9838,51157,-1,2811,57483,1,1979,55548,0,4406,50449,0,639,73015,0,0
41098,1,1,2,44,190,60126,0,3312,32864,0,11579,63976,1,5350,39385,3,1714,43799,-1,14080,43156,1,0
176540,1,2,2,42,1352,72067,2,5188,21403,2,1990,30912,0,5238,46344,1,4119,54195,4,5108,31853,0,0
56367,2,2,2,22,7552,16092,0,279,67730,1,347,39531,1,1319,70272,0,3513,48632,3,1073,52274,2,0
28596,1,3,1,41,4656,52439,0,11246,28228,-1,5571,35299,2,973,51256,2,1054,51755,1,7789,26785,0,0
96009,2,1,3,38,1151,32552,0,1981,23448,1,4647,55247,2,1620,26417,3,7202,76488,0,1548,93149,0,0
122682,2,5,1,41,1488,10654,1,5001,38422,3,22575,49371,3,7729,31890,4,1554,59635,2,4534,48602,0,0
18277,1,2,1,39,8485,42954,-1,12387,29835,7,1315,38200,8,1384,42814,0,8922,43514,0,12291,-9449,3,1
18346,1,5,2,39,1172,23337,1,8317,84299,4,2516,60192,0,6049,82431,1,1206,21325,0,7246,23916,0,0
3736,2,4,2,62,2033,8444,-1,5076,61207,-1,3091,50362,0,10201,13306,2,3488,8081,0,650,76025,7,0
133333,2,4,2,34,5458,24365,4,6080,28186,0,9884,24577,1,2484,43803,0,5940,4811,2,3946,42962,0,0
109006,1,3,2,44,4117,19444,5,12685,30493,0,2677,40164,0,35,67288,2,27400,58926,3,6149,30540,1,0
64365,1,3,1,30,3088,27066,2,8359,-388,1,7395,36469,3,765,52292,-1,1580,28841,1,1128,48112,3,0
185899,1,3,3,42,11499,13482,1,4706,42748,2,853,20242,1,1869,37357,0,5047,41585,0,529,8211,0,0
163819,1,3,1,44,1240,32097,0,5375,25058,0,2636,35493,0,1053,5607,0,832,20939,0,800,20565,0,0
88033,1,3,2,38,6762,25735,2,796,41760,5,841,62781,4,1709,70228,1,8564,84110,3,16513,11852,1,1
202701,2,6,1,51,866,47512,6,3175,674,3,14946,61898,2,3926,30535,0,9882,4082,1,9323,32643,3,1
23047,1,4,2,26,4782,51870,0,1790,39464,1,978,58264,-1,106,20940,3,10944,42772,1,9757,72185,3,0
11869,1,4,1,30,10225,45202,1,2827,73973,1,2715,55582,0,332,45018,0,14550,32827,2,1413,51949,4,0
31436,2,4,2,37,3061,35291,0,5427,41082,1,429,44159,4,9680,68542,3,2197,40366,0,4084,49576,0,0
5878,1,2,2,43,6442,34751,0,807,24506,1,12715,27972,0,3694,48097,-1,5489,33587,-1,3342,26801,-1,0
75751,1,1,1,36,8584,23258,1,87,39590,4,4888,51275,8,13707,32707,1,1897,22171,6,8988,55594,2,1
275838,2,3,2,47,731,23740,7,2528,38715,0,16411,7073,1,16,44960,2,8143,17638,2,2738,24477,0,0
4013,1,3,2,28,6117,54072,0,1944,83836,2,215,26562,0,0,42369,0,2685,80968,7,3859,35911,0,1
13023,2,4,2,23,12618,4805,1,2727,33343,0,961,62095,1,6727,30637,3,4047,34042,4,4350,55092,3,0
60184,1,3,3,38,4294,38385,7,13384,15934,1,2390,30158,0,3233,41345,7,713,46844,0,2320,38377,2,1
271620,1,3,1,34,1029,33529,1,6139,40429,2,4855,52799,3,12255,23514,0,9502,8120,0,172,58293,4,0
38002,1,3,1,40,678,51982,4,1983,43910,-1,1998,32738,2,7722,20220,-1,3298,-2339,0,3418,35989,2,0
70772,2,1,1,34,1503,11499,-1,987,51245,0,6221,51003,7,3505,51050,1,5114,26467,3,3398,67158,0,0
4246,2,3,1,31,546,40249,7,4817,55115,-1,902,9198,2,3255,32110,5,5532,57461,2,208,48349,-1,1
16057,2,4,1,34,3601,46859,0,5358,79110,0,4589,65435,-1,8334,39486,2,1602,40566,0,3330,22363,-1,0
431475,2,2,2,35,361,1905,8,3304,28086,2,2537,17680,1,8140,24562,2,7923,29201,7,3578,29132,0,1
335580,1,3,1,31,1264,18513,0,1196,26269,8,3548,12763,1,1621,28660,3,8949,48596,3,722,35537,2,1
495,2,3,1,32,2898,38164,1,144,2917,0,4215,64361,5,5614,30330,5,3625,28993,4,777,59144,2,1
303264,2,2,1,30,3211,50282,0,1543,53233,0,308,39943,1,5152,28254,0,11634,67532,0,13785,76747,0,0
101920,2,2,2,43,4166,43649,1,3054,22253,1,12886,33875,1,9692,31802,1,877,68351,1,1055,10261,3,0
202433,1,6,2,36,6114,51209,0,7754,57835,0,7711,71352,0,10146,43948,4,2675,28454,8,1870,32275,6,1
60649,1,2,1,57,241,18412,7,9612,30167,-1,2921,54621,0,1561,67798,3,226,24465,0,1766,64525,0,0
72483,2,2,2,36,420,8224,0,2663,74519,1,3964,31009,1,10590,55218,0,2542,38534,1,5358,38885,0,0
67108,2,2,1,29,313,41690,2,7951,11329,4,165,37312,2,12922,33308,4,29109,48533,1,5135,36888,1,0
109920,1,3,3,61,2750,15412,0,25067,60458,4,3445,61478,1,580,27348,0,3110,34524,-1,12193,51490,0,0
15041,2,3,2,39,213,22693,3,6304,58076,0,2778,20728,1,4263,4419,1,2716,60919,0,2577,13068,2,0
3043,2,3,1,44,6853,58645,1,6520,50531,0,2345,68869,0,2867,26537,0,5820,45310,0,7572,52135,5,1
36806,2,1,2,40,1261,43781,8,12014,17654,1,8446,31132,2,2570,18031,4,249,61765,-1,2369,46126,1,1
121969,2,4,2,41,14001,28637,1,2063,50623,0,1004,22570,-1,6101,41090,-1,2182,17555,0,1372,43947,0,0
22546,1,2,1,40,3331,26039,0,56,42537,2,969,61738,1,693,73371,8,3807,28147,1,11094,61610,0,0
111911,1,2,2,23,2955,52418,0,21705,3394,1,3687,54692,-1,8572,32096,0,3308,50663,-1,3304,38621,2,0
350363,1,3,1,38,7582,44239,2,3371,71165,-1,5810,4468,1,134,10945,2,5142,41058,1,2475,40806,2,0
9860,2,2,1,21,6244,15708,2,7701,33087,0,113,37863,-1,4317,36080,0,747,36246,3,11802,43611,1,0
111657,2,4,1,33,4673,1043,3,8369,69624,5,3946,17896,6,1276,31183,1,2575,29617,0,14017,-956,3,1
